show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3419,Movie,League of Legends Origins,Leslie Iwerks,,United States,16-Oct-19,2019,TV-MA,78 min,Documentaries,"Fans, experts and creators of the ""League of Legends"" detail the game’s rise from free demo to global esports titan."
s3423,Movie,The Game Changers,Louie Psihoyos,"Arnold Schwarzenegger, Lewis Hamilton, James Wilks, Patrik Baboumian, Scott Jurek, Nimai Delgado, Morgan Mitchell, Rip Esselstyn, Dotsie Bausch, Damien Mander, Michael Thomas, Dr. Dean Ornish, David Goldman",United States,16-Oct-19,2018,TV-MA,86 min,"Documentaries, Sports Movies","Special Forces trainer James Wilks asks elite athletes to compare the merits of meat, protein and plants for building strength. Spoiler: plants win."
s3429,Movie,El Camino: A Breaking Bad Movie,Vince Gilligan,Aaron Paul,United States,11-Oct-19,2019,TV-MA,123 min,"Dramas, Thrillers","Fugitive Jesse Pinkman attempts to outrun his past. Written and directed by ""Breaking Bad"" creator Vince Gilligan, starring Aaron Paul."
s3430,Movie,Fractured,Brad Anderson,"Sam Worthington, Lily Rabe, Stephen Tobolowsky, Adjoa Andoh, Lucy Capri, Lauren Cochrane, Shane Dean",United States,11-Oct-19,2019,TV-MA,100 min,Thrillers,"After his wife and injured daughter disappear from an ER, a man conducts a panicked search and becomes convinced the hospital is hiding something."
s3439,Movie,After,Jenny Gage,"Josephine Langford, Hero Fiennes Tiffin, Selma Blair, Inanna Sarkis, Shane Paul McGhie, Pia Mia, Khadijha Red Thunder, Dylan Arnold, Samuel Larsen, Jennifer Beals, Peter Gallagher",United States,9-Oct-19,2019,PG-13,106 min,"Dramas, Romantic Movies","Wholesome college freshman Tessa Young thinks she knows what she wants out of life, until she crosses paths with complicated bad boy Hardin Scott."
s3440,Movie,Home Is Where the Killer Is,Kaila York,"Stacy Haiduk, Kelly Kruger, Christopher Sean, Anne Leighton, Beth Littleford, John-Paul Lavoisier, Kristoff St. John, Pallavi Sastry",United States,9-Oct-19,2019,TV-14,87 min,"Dramas, Thrillers","Recovering from cancer, a young woman thinks she’s found a friend when she rents a room from a caring ex-doctor. But empathy soon becomes obsession."
s3442,Movie,Deon Cole: Cole Hearted,Ryan Polito,Deon Cole,United States,8-Oct-19,2019,TV-MA,70 min,Stand-Up Comedy,"Embracing his belief that comedy is the last raw form of expression, Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp."""
s3443,Movie,The Spooky Tale of Captain Underpants Hack-a-ween,,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Clancy Brown, Jorge Diaz, Peter Hastings, Evan Kishiyama, David Koechner, Erica Luttrell, Patty Mattson, Brennan Murray, Kevin Michael Richardson, Mindy Sterling, Stephen Tobolowsky, Kari Wahlgren",United States,8-Oct-19,2019,TV-Y7,46 min,"Children & Family Movies, Comedies","When Melvin tries to cancel Halloween, clever best friends Harold and George create their own spooky holiday – and it's a huge success!"
s3457,Movie,Super Monsters: Vida's First Halloween,"Jacob Joice, Steve Ball","Gigi Saul Guerrero, Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr",United States,4-Oct-19,2019,TV-Y,24 min,Children & Family Movies,"The Super Monsters share their Halloween traditions with Vida, then get invited to a Día de los Muertos party in the Howlers' backyard."
s3461,Movie,Salam - The First ****** Nobel Laureate,Anand Kamalakar,,United States,2-Oct-19,2018,TV-PG,76 min,Documentaries,"Shunned by his country due to religion, Abdus Salam strives for an achievement that would define modern physics and redefine his place back home."
s3472,Movie,Nikki Glaser: Bangin’,Nicholaus Goossen,Nikki Glaser,United States,1-Oct-19,2019,TV-MA,64 min,Stand-Up Comedy,"Nikki Glaser bares all in a blistering stand-up special about sex, sobriety and getting over her own insecurities. And she won't spare you the details."
s3486,Movie,Sturgill Simpson Presents Sound & Fury,"Jumpei Mizusaki, Koji Morimoto, Michael Arias, Masaru Matsumoto, Arthell Isom, Henry Thurlow, Takanobu Mizuno, Elsa Nakamichi, Hajime Sasaki, Shinji Takagi",,United States,27-Sep-19,2019,TV-MA,42 min,"Anime Features, Music & Musicals, Sci-Fi & Fantasy","In this anime visual album, a mysterious driver heads deep into a postapocalyptic hellscape toward a ferocious showdown with two monstrous opponents."
s3495,Movie,Inside Man: Most Wanted,Michael J. Bassett,"Aml Ameen, Rhea Seehorn, Roxanne McKee, Urs Rechn, Akshay Kumar, Tanya van Graan, Andre Jacobs, Sven Ruygrok",United States,24-Sep-19,2019,R,106 min,Action & Adventure,A hotshot NYPD negotiator butts heads with the FBI and meets his match in a meticulous criminal mastermind as she attempts to rob the Federal Reserve.
s3496,Movie,Jeff Dunham: Beside Himself,Troy Miller,Jeff Dunham,United States,24-Sep-19,2019,TV-MA,58 min,Stand-Up Comedy,"Jeff Dunham takes the stage in Dallas with his old pals Peanut, Walter, José Jalapeño, Bubba J and Achmed to poke fun at himself and American culture."
s3498,Movie,Under the Eiffel Tower,Archie Borders,"Matt Walsh, Judith Godreche, Reid Scott, Michaela Watkins, David Wain, Gary Cole",United States,23-Sep-19,2018,TV-MA,87 min,"Comedies, Independent Movies, International Movies",An American man in the midst of a mid-life crisis travels to the French countryside to find a new lease on life.
s3501,Movie,Between Two Ferns: The Movie,Scott Aukerman,"Zach Galifianakis, Lauren Lapkus, Ryan Gaul, Jiavani Linayao, Will Ferrell",United States,20-Sep-19,2019,TV-MA,83 min,Comedies,"Armed with awkward questions and zero self-awareness, Zach Galifianakis hits the road to find famous interview subjects for his no-budget talk show."
s3513,Movie,Sebastian Maniscalco: What's Wrong with People?,Manny Rodriguez,Sebastian Maniscalco,United States,17-Sep-19,2012,TV-MA,76 min,Stand-Up Comedy,"With his uproarious tirade on modern behavior and decorum, the popular comic tackles the question we've all asked in this hilarious standup special."
s3514,Movie,Los Tigres del Norte at Folsom Prison,Tom Donahue,Los Tigres del Norte,United States,15-Sep-19,2019,TV-PG,64 min,"Documentaries, International Movies, Music & Musicals",The beloved norteño band Los Tigres del Norte performs for the inmates of Folsom Prison on the 50th anniversary of Johnny Cash's iconic concert.
s3518,Movie,The Crystal Calls Making the Dark Crystal: Age of Resistance,Randall Lobb,"Taron Egerton, Natalie Dormer, Simon Pegg, Jason Isaacs",United States,14-Sep-19,2019,TV-PG,83 min,"Documentaries, International Movies","Go behind the scenes with stars, puppeteers and creators as they bring Jim Henson's magical world of Thra back to life in a sweeping fantasy series."
s3519,Movie,"Hello, Privilege. It's Me, Chelsea",Alex Stapleton,Chelsea Handler,United States,13-Sep-19,2019,TV-MA,65 min,Documentaries,"In this documentary, Chelsea Handler explores how white privilege impacts American culture – and the ways it’s benefited her own life and career."
s3524,Movie,Tall Girl,Nzingha Stewart,"Ava Michelle, Griffin Gluck, Sabrina Carpenter, Paris Berelc, Luke Eisner, Clara Wilsey, Anjelika Washington, Rico Paris, Angela Kinsey, Steve Zahn",United States,13-Sep-19,2019,TV-PG,103 min,"Children & Family Movies, Comedies, Romantic Movies","After years of slouching through life, 6-foot-1 teen Jodi resolves to conquer her insecurities and gets caught up in a high school love triangle."
s3536,Movie,American Factory: A Conversation with the Obamas,,"President Barack Obama, Michelle Obama, Julia Reichert, Steven Bognar",United States,5-Sep-19,2019,TV-G,10 min,Documentaries,Barack and Michelle Obama talk with directors Steven Bognar and Julia Reichert about the documentary and the importance of storytelling.
s3556,Movie,Falling Inn Love,Roger Kumble,"Christina Milian, Adam Demos, Jeffrey Bowyer-Chapman, Anna Jullienne, Claire Chitham, Blair Strang, Jonathan Martin, William Walker, Daniel Watterson, Simone Walker",United States,29-Aug-19,2019,TV-PG,98 min,"Comedies, Romantic Movies","When a San Francisco exec wins a New Zealand inn, she ditches city life to remodel and flip the rustic property with help from a handsome contractor."
s3558,Movie,Travis Scott: Look Mom I Can Fly,White Trash Tyler,Travis Scott,United States,28-Aug-19,2019,TV-MA,85 min,"Documentaries, Music & Musicals","While crafting his Grammy-nominated album ""Astroworld,"" Travis Scott juggles controversy, fatherhood and career highs in this intimate documentary."
s3560,Movie,Dave Chappelle: Sticks & Stones,Stan Lathan,Dave Chappelle,United States,26-Aug-19,2019,TV-MA,66 min,Stand-Up Comedy,"Dave Chappelle takes on gun culture, the opioid crisis and the tidal wave of celebrity scandals in a defiant stand-up special filmed in Atlanta."
s3568,Movie,American Factory,"Steven Bognar, Julia Reichert",,United States,21-Aug-19,2019,TV-14,110 min,Documentaries,"In this documentary, hopes soar when a Chinese company reopens a shuttered factory in Ohio. But a culture clash threatens to shatter an American dream."
s3583,Movie,Selfless,Tarsem Singh,"Ryan Reynolds, Natalie Martinez, Matthew Goode, Ben Kingsley, Victor Garber, Derek Luke, Michelle Dockery, Melora Hardin, Brendan McCarthy, Sam Page",United States,16-Aug-19,2015,PG-13,117 min,"Sci-Fi & Fantasy, Thrillers","A dying tycoon has his consciousness transplanted into the body of a healthy young man, only to make a troubling discovery about the body's origin."
s3584,Movie,Sextuplets,Michael Tiddes,"Marlon Wayans, Bresha Webb, Michael Ian Black, Glynn Turman, Molly Shannon, Debbi Morgan",United States,16-Aug-19,2019,TV-14,100 min,Comedies,"When a dad-to-be learns he's actually a sextuplet, he sets off on a wild journey to meet his long-lost family. Marlon Wayans stars as all six siblings."
s3596,Movie,Calum von Moger: Unbroken,Vlad Yudin,Calum Von Moger,United States,13-Aug-19,2019,TV-MA,93 min,"Documentaries, Sports Movies","Bodybuilder and two-time Mr. Universe, Calum von Moger, reflects on his rise to fame and battle to come back from a debilitating injury."
s3604,Movie,Rocko's Modern Life: Static Cling,"Joe Murray, Cosmo Segurson","Carlos Alazraqui, Tom Kenny, Charlie Adler, Jill Talley, Mr. Lawrence, Joe Murray",United States,9-Aug-19,2019,TV-Y7,46 min,"Children & Family Movies, Comedies, LGBTQ Movies","After 20 years in space, Rocko struggles to adjust to life in 21st century O-Town and makes it his mission to get his favorite show back on the air."
s3618,Movie,Theo Von: No Offense,John Asher,Theo Von,United States,7-Aug-19,2016,TV-MA,67 min,Stand-Up Comedy,"Southern charmer Theo Von offers up a twisted take on his dating mishaps, meeting Brad Pitt, chasing down fugitive chimpanzees and more."
s3620,Movie,I'm Brent Morin,Lance Bangs,Brent Morin,United States,6-Aug-19,2015,TV-MA,67 min,Stand-Up Comedy,"In a witty solo show, Brent Morin serves up infectious laughs on the agony of puberty, hot guy problems and the time a girl dumped him for a magician."
s3621,Movie,Jim Jefferies : BARE,Shannon Hartman,Jim Jefferies,United States,6-Aug-19,2014,TV-MA,77 min,Stand-Up Comedy,"Nothing is sacred in this show from Australian comic Jim Jefferies, whether it’s the mother of his child, auditioning disabled actors, or gun control."
s3622,Movie,Screwball,Billy Corben,,United States,6-Aug-19,2018,TV-MA,105 min,"Documentaries, Sports Movies",A steroid peddler explains how he went from an unlicensed anti-aging expert to the point man for the biggest scandal in baseball history.
s3623,Movie,Sebastian Maniscalco: Why Would You Do That,Joe DeMaio,Sebastian Maniscalco,United States,6-Aug-19,2016,TV-MA,63 min,Stand-Up Comedy,"Sebastian Maniscalco delivers an expressive stand-up at the legendary Beacon Theatre on Whole Foods, family nicknames and dodging obnoxious neighbors."
s3644,Movie,The Great Hack,"Karim Amer, Jehane Noujaim",,United States,24-Jul-19,2019,TV-MA,114 min,Documentaries,Explore how a data company named Cambridge Analytica came to symbolize the dark side of social media in the wake of the 2016 U.S. presidential election.
s3646,Movie,D.L. Hughley: Contrarian,Jay Chapman,D.L. Hughley,United States,21-Jul-19,2018,TV-MA,58 min,Stand-Up Comedy,"D.L. Hughley riffs on hot-button political issues, celebrity scandals, his mother's tough love and more in a rapid-fire stand-up show in Philadelphia."
s3647,Movie,Demetri Martin: The Overthinker,"Jay Karas, Demetri Martin",Demetri Martin,United States,21-Jul-19,2018,TV-MA,56 min,Stand-Up Comedy,"With his signature one-liners and drawings, Demetri Martin muses on doughnut holes, dogs, sports bars, the alphabet's most aggressive letters and more."
s3658,Movie,Secret Obsession,Peter Sullivan,"Brenda Song, Mike Vogel, Dennis Haysbert, Ashley Scott, Paul Sloan, Daniel Booko",United States,18-Jul-19,2019,TV-14,98 min,Thrillers,"When Jennifer wakes up with amnesia after a traumatic attack, her doting husband cares for her. But she soon realizes the danger is far from over."
s3663,Movie,"Frankenstein’s Monster’s Monster, Frankenstein",Daniel Gray Longino,"David Harbour, Alex Ozerov, Kate Berlant, Mary Woronov, Alfred Molina, Heather Lawless, Michael Lerner, Marion Van Cuyck, Bridey Elliott, O-Lan Jones, Lidia Porto, Graham Wagner, Randolph Thompson",United States,16-Jul-19,2019,TV-14,32 min,Comedies,"When actor David Harbour finds lost footage of his father's disastrous televised stage play of a literary classic, he uncovers shocking family secrets."
s3680,Movie,Aziz Ansari: RIGHT NOW,Spike Jonze,Aziz Ansari,United States,9-Jul-19,2019,TV-MA,65 min,Stand-Up Comedy,"In a comedy special directed by Spike Jonze, Aziz Ansari shares deep personal insights and hilarious takes on wokeness, family and the social climate."
s3684,Movie,Cristina,Michèle Ohayon,,United States,4-Jul-19,2016,TV-14,40 min,Documentaries,"In this short documentary, 37-year-old Cristina valiantly battles cancer while doing all she can to encourage others to live in the moment."
s3694,Movie,Katherine Ryan: Glitter Room,Linda Mendoza,Katherine Ryan,United States,1-Jul-19,2019,TV-MA,66 min,Stand-Up Comedy,"Fresh from a tour, comedian Katherine Ryan shares shrewd observations about school bullies, revenge bodies and raising a very fancy child."
s3716,Movie,Mike Epps: Only One Mike,Kevin Bray,Mike Epps,United States,25-Jun-19,2019,TV-MA,63 min,Stand-Up Comedy,"In a raw stand-up comedy special, Mike Epps mixes it up as he tackles sexual misconduct, special ed, aging body parts and much more."
s3732,Movie,Beats,Chris Robinson,"Khalil Everage, Anthony Anderson, Uzo Aduba, Emayatzy Corinealdi, Paul Walter Hauser, Dave East, Seandrea Sledge, Ashley Jackson, Megan Sousa",United States,19-Jun-19,2019,TV-MA,110 min,"Dramas, Independent Movies, Music & Musicals","On Chicago's South Side, hip-hop prodigy August Monroe navigates crippling anxiety and new creative frontiers with the help of an unlikely mentor."
s3734,Movie,Adam Devine: Best Time of Our Lives,Jay Karas,Adam Devine,United States,18-Jun-19,2019,TV-MA,59 min,Stand-Up Comedy,"Frenetic comic Adam Devine talks teen awkwardness, celebrity encounters, his ""Pitch Perfect"" audition and more in a special from his hometown of Omaha."
s3735,Movie,Cop Car,Jon Watts,"Kevin Bacon, James Freedson-Jackson, Hays Wellford, Camryn Manheim, Shea Whigham, Sean Hartley, Kyra Sedgwick, Loi Nguyen",United States,16-Jun-19,2015,R,88 min,Thrillers,Two mischievous boys get thrust into a game of cat and mouse with a murderous psychopath after they decide to steal a police officer’s cruiser.
s3754,Movie,Murder Mystery,Kyle Newacheck,"Adam Sandler, Jennifer Aniston, Luke Evans, Gemma Arterton, Adeel Akhtar, Luis Gerardo Méndez, Dany Boon, Terence Stamp",United States,14-Jun-19,2019,PG-13,98 min,Comedies,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht."
s3757,Movie,Oprah Presents When They See Us Now,Mark Ritchie,"Oprah Winfrey, Ava DuVernay",United States,13-Jun-19,2019,TV-PG,61 min,Documentaries,"Oprah Winfrey talks with the exonerated men once known as the Central Park Five, plus the cast and producers who tell their story in ""When They See Us."""
s3759,Movie,Jo Koy: Comin' In Hot,Shannon Hartman,Jo Koy,United States,12-Jun-19,2019,TV-MA,60 min,Stand-Up Comedy,"Comedian Jo Koy takes center stage in Hawaii and shares his candid take on cultural curiosities, filter-free fatherhood and more."
s3760,Movie,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Martin Scorsese,"Bob Dylan, Allen Ginsberg, Joan Baez, Patti Smith, Roger McGuinn, Sam Shepard, Sharon Stone, Joni Mitchell, Scarlet Rivera, Ramblin' Jack Elliott, Ronnie Hawkins, Anne Waldman, Ronee Blakley",United States,12-Jun-19,2019,TV-MA,142 min,"Documentaries, Music & Musicals","In an alchemic mix of fact and fantasy, Martin Scorsese looks back at Bob Dylan's 1975 Rolling Thunder Revue tour and a country ripe for reinvention."
s3772,Movie,The Black Godfather,Reginald Hudlin,"Clarence Avant, Quincy Jones",United States,7-Jun-19,2019,TV-MA,118 min,"Documentaries, Music & Musicals","This documentary follows the life of Clarence Avant, the ultimate, uncensored mentor and behind-the-scenes rainmaker in music, film, TV and politics."
s3777,Movie,Miranda Sings Live…Your Welcome,Marcus Raboy,Colleen Ballinger,United States,4-Jun-19,2019,TV-14,62 min,Stand-Up Comedy,"Viral video star Miranda Sings and her real-world alter ego Colleen Ballinger share the stage in a special packed with music, comedy and ""magichinry."""
s3778,Movie,Silent,"Limbert Fabian, Brandon Oldenburg",,United States,4-Jun-19,2014,TV-Y,3 min,"Children & Family Movies, Sci-Fi & Fantasy","""Silent"" is an animated short film created by Academy Award® winning Moonbot Studios. It celebrates how storytellers, inventors, and technology work together to create cinema magic."
s3796,Movie,After Maria,Nadia Hallgren,,United States,24-May-19,2019,TV-PG,38 min,Documentaries,"Displaced by Hurricane Maria, three Puerto Rican women navigate their families' uncertain futures as their federal housing aid in New York expires."
s3799,Movie,Rim of the World,McG,"Jack Gore, Miya Cech, Benjamin Flores Jr., Alessio Scalzotto, Andrew Bachelor, Annabeth Gish, Scott MacArthur, Dean S. Jagger, Michael Beach, Lynn Collins, David Theune, Tony Cavalero, Carl McDowell, Punam Patel, Jason Rogel, Chris Wylde, Rudy Mancuso, Amanda Cerny, Allan Graf, Cameron Fuller, Richard Gore, Peter Parros, Annie Cavalero",United States,24-May-19,2019,TV-14,99 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world."
s3801,Movie,The Perfection,Richard Shepard,"Allison Williams, Logan Browning, Steven Weber, Alaina Huffman, Mark Kandborg, Graeme Duffy",United States,24-May-19,2019,TV-MA,91 min,"Horror Movies, LGBTQ Movies, Music & Musicals","In this twisty horror-thriller, a once-promising music prodigy reconnects with her former mentors, only to find them taken with a talented new pupil."
s3806,Movie,Wanda Sykes: Not Normal,Linda Mendoza,Wanda Sykes,United States,21-May-19,2019,TV-MA,66 min,Stand-Up Comedy,"Wanda Sykes tackles politics, reality TV, racism and the secret she'd take to the grave in this rollicking, no-holds-barred stand-up special."
s3817,Movie,See You Yesterday,Stefon Bristol,"Eden Duncan-Smith, Dante Crichlow, Astro, Johnathan Nieves, Marsha Stephanie Blake, Wavyy Jonez, Myra Lucretia Taylor",United States,17-May-19,2019,TV-MA,87 min,"Dramas, Sci-Fi & Fantasy, Thrillers","As two teen prodigies try to master the art of time travel, a tragic police shooting sends them on a series of dangerous trips to the past."
s3819,Movie,Good Sam,Kate Melville,"Tiya Sircar, Chad Connell, Marco Grazzini, Jesse Camacho, Mark Camacho, Elana Dunkelman, Kelly Hope Taylor, Kenny Wong, Daniela Sandiford, Christina Tannous",United States,16-May-19,2019,TV-PG,90 min,"Children & Family Movies, Dramas",A curious reporter finds love while pursuing the story of a mysterious figure who's leaving bags of cash for strangers around New York City.
s3826,Movie,Backdraft 2,Gonzalo López-Gallego,"Joe Anderson, William Baldwin, Donald Sutherland, Alisha Bailey, Alastair Mackenzie, Dominic Mafham, Jessamine-Bliss Bell, Martin Hutson, Aaron McCusker, Cyril Nri",United States,14-May-19,2019,R,102 min,"Action & Adventure, Dramas","In this sequel to the 1991 film, a determined fire investigator recruits an imprisoned arsonist to help untangle a web of fire, murder and corruption."
s3828,Movie,Still LAUGH-IN: The Stars Celebrate,,"Lily Tomlin, Tiffany Haddish, Neil Patrick Harris, Michael Douglas, Snoop Dogg, Billy Crystal, Chelsea Handler, Jay Leno, Rita Wilson, Bill Maher, Tony Hale, Rita Moreno, Bobby Moynihan, Michael Rapaport, Mary McCormack, Rob Riggle, Jon Lovitz, Kenya Barris, Ruth Buzzi, Jo Anne Worley, Loni Anderson, Maria Bamford, Margaret Cho, Deon Cole, Taye Diggs, Ron Funches, Nikki Glaser, Jameela Jamil, Natasha Leggero, Loni Love, Cheri Oteri, Russell Peters, Jeff Ross, Lisa Ann Walter",United States,14-May-19,2019,TV-MA,61 min,Comedies,"This celebration of the groundbreaking comedy show ""Laugh-In"" stars Lily Tomlin, Snoop Dogg, Billy Crystal, Tiffany Haddish, Neil Patrick Harris and more."
s3829,Movie,Weed the People,Abby Epstein,,United States,14-May-19,2018,TV-MA,94 min,Documentaries,"Buoyed by hopeful experiences with medical marijuana, physicians and parents of children with cancer call for more research of its healing potential."
s3830,Movie,Malibu Rescue,Savage Steve Holland,"Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson, Abby Donnelly, Alkoya Brunson, JT Neal, Ian Ziering, Bryana Salaz, Camaron Engels, Jeremy Howard, Jeff Meacham",United States,13-May-19,2019,TV-G,70 min,"Children & Family Movies, Comedies","When a long list of shenanigans lands Tyler in hot water, he’s forced to suit up and spend his summer training for an elite junior lifeguard program."
s3842,Movie,Wine Country,Amy Poehler,"Amy Poehler, Maya Rudolph, Ana Gasteyer, Rachel Dratch, Paula Pell, Emily Spivey, Tina Fey, Jason Schwartzman",United States,10-May-19,2019,R,104 min,Comedies,"When longtime friends meet up for a wine-soaked birthday getaway in Napa Valley, their perfectly planned weekend turns messier by the minute."
s3860,Movie,All In My Family,Hao Wu,,United States,3-May-19,2019,TV-14,40 min,"Documentaries, LGBTQ Movies","After starting a family of his very own in America, a gay filmmaker documents his loving, traditional Chinese family's process of acceptance."
s3864,Movie,"Extremely Wicked, Shockingly Evil and Vile",Joe Berlinger,"Zac Efron, Lily Collins, Kaya Scodelario, Jeffrey Donovan, Angela Sarafyan, Jim Parsons, John Malkovich, Haley Joel Osment, Dylan Baker, Brian Geraghty",United States,3-May-19,2019,R,110 min,"Dramas, Independent Movies",Single mother Liz falls for Ted Bundy and refuses to believe the truth about his crimes for years. A drama based on a true story.
s3867,Movie,The Last Summer,William Bindley,"K.J. Apa, Maia Mitchell, Tyler Posey, Jacob Latimore, Halston Sage, Wolfgang Novogratz, Sosie Bacon, Jacob McCarthy, Mario Revolori, Gage Golightly, Audrey Grace Marshall",United States,3-May-19,2019,TV-14,110 min,"Comedies, Romantic Movies","Teens from a Chicago high school grapple with their dreams, relationships and identities in a transformative summer before they leave for college."
s3870,Movie,Olympus Has Fallen,Antoine Fuqua,"Gerard Butler, Aaron Eckhart, Morgan Freeman, Finley Jacobsen, Dylan McDermott, Rick Yune, Angela Bassett, Melissa Leo, Radha Mitchell, Cole Hauser, Ashley Judd, Robert Forster",United States,2-May-19,2013,R,119 min,Action & Adventure,A disgraced Secret Service agent must come to the rescue when Korean terrorists descend on the White House and take the president hostage.
s3873,Movie,Knock Down The House,Rachel Lears,Alexandria Ocasio-Cortez,United States,1-May-19,2019,PG,88 min,Documentaries,Go behind the scenes as four determined women – including Alexandria Ocasio-Cortez – challenge big-money politicians in the 2018 race for Congress.
s3878,Movie,Anthony Jeselnik: Fire in the Maternity Ward,Marcus Raboy,Anthony Jeselnik,United States,30-Apr-19,2019,TV-MA,64 min,Stand-Up Comedy,"Forging his own comedic boundaries, Anthony Jeselnik revels in getting away with saying things others can't in this stand-up special shot in New York."
s3892,Movie,ReMastered: Devil at the Crossroads,Brian Oakes,,United States,26-Apr-19,2019,TV-14,49 min,"Documentaries, Music & Musicals","Cloaked in mystery, bluesman Robert Johnson left his mark on American music. Now family, critics and famous fans look for the real man behind the music."
s3904,Movie,Someone Great,Jennifer Kaytin Robinson,"Gina Rodriguez, Brittany Snow, DeWanda Wise, Lakeith Stanfield, RuPaul Charles, Peter Vack, Alex Moffat, Rosario Dawson, Rebecca Naomi Jones, Jaboukie Young-White, Michelle Buteau, Questlove",United States,19-Apr-19,2019,R,92 min,"Comedies, Romantic Movies","On the heels of a blindsiding breakup, music journalist Jenny braces for a new beginning – and one last adventure with her closest friends."
s3913,Movie,Generation Iron 3,Vlad Yudin,,United States,15-Apr-19,2018,TV-MA,95 min,"Documentaries, Sports Movies",Bodybuilders come together from around the world to compete in the Mr. Olympia competition and try to achieve their goals of physical perfection.
s3920,Movie,Thriller,Dallas Jackson,"Jessica Allain, Luke Tennie, Tequan Richmond, Paige Hurd, Chelsea Rendon, Mitchell Edwards, Pepi Sonuga, Jason Woods, Maestro Harrell, RZA, Mykelti Williamson",United States,14-Apr-19,2018,TV-MA,87 min,Horror Movies,"When a prank goes wrong, a shy kid from Compton is sent away for murder. Four years later, he’s back and out for revenge on homecoming weekend."
s3927,Movie,The Perfect Date,Chris Nelson,"Noah Centineo, Laura Marano, Camila Mendes, Odiseas Georgiadis, Matt Walsh, Joe Chrest, Carrie Lazar, Alex Biglane, Blaine Kern III, Zak Steiner",United States,12-Apr-19,2019,TV-14,91 min,"Comedies, Romantic Movies","To earn money for college, a high schooler launches an app offering his services as a fake date. But when real feelings emerge, things get complicated."
s3936,Movie,Alien Warfare,Jeremiah Jones,"Clayton Snyder, David Meadows, Daniel Washington, Scott C. Roe, Larissa Andrade, Sal Rendino, Jose Guns Alves, Scott King",United States,5-Apr-19,2019,TV-MA,88 min,"Action & Adventure, Sci-Fi & Fantasy",The U.S. Navy Seal team tackles a top-secret mission at a research center where scientists have mysteriously disappeared and another life form awaits.
s3946,Movie,Unicorn Store,Brie Larson,"Brie Larson, Samuel L. Jackson, Joan Cusack, Bradley Whitford, Mamoudou Athie, Hamish Linklater, Martha MacIsaac, Karan Soni, Annaleigh Ashford",United States,5-Apr-19,2019,TV-14,92 min,"Comedies, Dramas, Independent Movies","After failing out of art school and taking a humdrum office job, a whimsical painter gets a chance to fulfill her lifelong dream of adopting a unicorn."
s3953,Movie,Kevin Hart: Irresponsible,Leslie Small,Kevin Hart,United States,2-Apr-19,2019,TV-MA,60 min,Stand-Up Comedy,"As a father of three on his second marriage, Kevin Hart proves that being him is indeed a tall order in a fresh special inspired by his own mistakes."
s3958,Movie,The Trap,Erik White,"T.I., Mike Epps, Loretta Devine, Queen Latifah, Teyana Taylor, Meagan Tandy, Stephen Bishop, Roland Powell, Joel Rush",United States,1-Apr-19,2017,TV-MA,91 min,Comedies,A man returns home to Atlanta to try and turn around his family's struggling restaurant with the help of a new chicken recipe.
s3960,Movie,Mercy Black,Owen Egerton,"Daniella Pineda, Elle LaMont, Janeane Garofalo, Miles Emmons, Lee Eddy, Austin Amelio, Elke Boucher-Depew, Dylan Gage, Troy Anthony Hogan, Jamy Lentz",United States,31-Mar-19,2019,TV-14,88 min,Horror Movies,"Fifteen years after a traumatic crime, a woman is released from psychiatric care and tries to drive out an evil spirit that continues to haunt her."
s3967,Movie,The Highwaymen,John Lee Hancock,"Kevin Costner, Woody Harrelson, Kathy Bates, John Carroll Lynch, Thomas Mann, Kim Dickens, W. Earl Brown, William Sadler",United States,29-Mar-19,2019,R,132 min,Dramas,Two steely former Texas Rangers are tasked with tracking and killing infamous criminals Bonnie and Clyde in this crime drama based on real events.
s3968,Movie,The Legend of Cocaine Island,Theo Love,,United States,29-Mar-19,2019,TV-MA,87 min,Documentaries,An urban legend about a duffel bag of cocaine buried in the Caribbean leads a misfit band to hatch a nutball plan to find it in this comic documentary.
s3975,Movie,Nate Bargatze: The Tennessee Kid,Ryan Polito,Nate Bargatze,United States,26-Mar-19,2019,TV-PG,61 min,Stand-Up Comedy,"Comic Nate Bargatze touches on air travel, cheap weddings, college football, chocolate milk and the perils of ordering coffee in this stand-up special."
s3984,Movie,ReMastered: The Miami Showband Massacre,Stuart Sender,,United States,22-Mar-19,2019,TV-MA,71 min,"Documentaries, Music & Musicals",The killing of three members of the Miami Showband sent shock waves across Ireland in 1975. Now one survivor doggedly pursues the truth.
